,variant_name,len_Data,variant
338,varinat_338,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
339,varinat_339,2,"('NEW', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
340,varinat_340,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED')"
341,varinat_341,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
342,varinat_342,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
343,varinat_343,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CODE NOK', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
344,varinat_344,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'BILLED')"
345,varinat_345,2,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
346,varinat_346,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS', 'SET STATUS', 'SET STATUS')"
347,varinat_347,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
348,varinat_348,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'CODE OK', 'BILLED')"
349,varinat_349,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
350,varinat_350,2,"('NEW', 'FIN', 'RELEASE', 'RELEASE', 'BILLED')"
351,varinat_351,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
352,varinat_352,2,"('NEW', 'NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED')"
353,varinat_353,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
354,varinat_354,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
355,varinat_355,2,"('NEW', 'NEW', 'FIN')"
356,varinat_356,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
357,varinat_357,2,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'BILLED')"
358,varinat_358,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'DELETE')"
359,varinat_359,2,"('NEW', 'CHANGE DIAGN', 'SET STATUS', 'SET STATUS', 'FIN', 'RELEASE', 'SET STATUS')"
360,varinat_360,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
361,varinat_361,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'DELETE')"
362,varinat_362,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
363,varinat_363,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'BILLED')"
364,varinat_364,2,"('NEW', 'CHANGE DIAGN', 'DELETE', 'JOIN-PAT')"
365,varinat_365,2,"('NEW', 'NEW', 'CHANGE DIAGN', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED', 'STORNO', 'STORNO', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'REJECT', 'REJECT', 'BILLED', 'BILLED')"
366,varinat_366,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'SET STATUS')"
367,varinat_367,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK')"
368,varinat_368,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
369,varinat_369,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
370,varinat_370,2,"('NEW', 'NEW', 'NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
371,varinat_371,2,"('NEW', 'NEW', 'FIN', 'DELETE')"
372,varinat_372,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'SET STATUS')"
373,varinat_373,2,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
374,varinat_374,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL')"
375,varinat_375,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'CODE OK')"
376,varinat_376,2,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'BILLED')"
377,varinat_377,2,"('NEW', 'FIN', 'RELEASE', 'FIN', 'RELEASE', 'FIN', 'RELEASE', 'BILLED')"
378,varinat_378,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
379,varinat_379,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
380,varinat_380,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
381,varinat_381,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'BILLED')"
382,varinat_382,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
383,varinat_383,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'DELETE')"
384,varinat_384,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
385,varinat_385,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
386,varinat_386,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE NOK', 'SET STATUS')"
387,varinat_387,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK')"
388,varinat_388,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
389,varinat_389,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'EMPTY')"
390,varinat_390,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'BILLED')"
391,varinat_391,1,"('NEW', 'FIN', 'MANUAL')"
392,varinat_392,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'STORNO', 'REJECT', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
393,varinat_393,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'SET STATUS')"
394,varinat_394,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS')"
395,varinat_395,1,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'MANUAL', 'BILLED')"
396,varinat_396,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
397,varinat_397,1,"('NEW', 'FIN', 'CODE NOK', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
398,varinat_398,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT')"
399,varinat_399,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
400,varinat_400,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'SET STATUS')"
401,varinat_401,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
402,varinat_402,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
403,varinat_403,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW')"
404,varinat_404,1,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'NEW')"
405,varinat_405,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'DELETE')"
406,varinat_406,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
407,varinat_407,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
408,varinat_408,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
409,varinat_409,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'STORNO', 'REJECT', 'RELEASE', 'REOPEN', 'DELETE')"
410,varinat_410,1,"('NEW', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'DELETE')"
411,varinat_411,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
412,varinat_412,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
413,varinat_413,1,"('NEW', 'FIN', 'RELEASE', 'MANUAL', 'MANUAL', 'MANUAL', 'BILLED')"
414,varinat_414,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'DELETE')"
415,varinat_415,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL', 'MANUAL', 'CODE OK', 'MANUAL', 'CODE OK', 'MANUAL', 'CODE OK', 'MANUAL')"
416,varinat_416,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'DELETE')"
417,varinat_417,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL')"
418,varinat_418,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
419,varinat_419,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CODE ERROR', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'DELETE')"
420,varinat_420,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'SET STATUS')"
421,varinat_421,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
422,varinat_422,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
423,varinat_423,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
424,varinat_424,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
425,varinat_425,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
426,varinat_426,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REOPEN', 'DELETE')"
427,varinat_427,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
428,varinat_428,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL', 'CODE OK', 'MANUAL', 'MANUAL', 'CODE OK', 'MANUAL')"
429,varinat_429,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CHANGE END', 'FIN', 'RELEASE', 'CODE NOK', 'CHANGE END', 'FIN', 'RELEASE', 'CODE NOK', 'CHANGE END', 'DELETE')"
430,varinat_430,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'SET STATUS', 'CODE NOK', 'SET STATUS')"
431,varinat_431,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
432,varinat_432,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'BILLED')"
433,varinat_433,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'CODE NOK', 'CODE NOK')"
434,varinat_434,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
435,varinat_435,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
436,varinat_436,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
437,varinat_437,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
438,varinat_438,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE NOK', 'CODE NOK', 'SET STATUS')"
439,varinat_439,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'REOPEN', 'DELETE')"
440,varinat_440,1,"('NEW', 'FIN', 'RELEASE', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'DELETE')"
441,varinat_441,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
442,varinat_442,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
443,varinat_443,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
444,varinat_444,1,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL')"
445,varinat_445,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
446,varinat_446,1,"('NEW', 'FIN', 'RELEASE', 'MANUAL', 'REOPEN', 'DELETE')"
447,varinat_447,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK')"
448,varinat_448,1,"('NEW', 'FIN', 'RELEASE', 'MANUAL', 'BILLED', 'MANUAL')"
449,varinat_449,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'STORNO', 'REJECT')"
450,varinat_450,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'CODE OK', 'RELEASE', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
451,varinat_451,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED')"
452,varinat_452,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'CODE OK', 'BILLED')"
453,varinat_453,1,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
454,varinat_454,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'DELETE')"
455,varinat_455,1,"('NEW', 'NEW', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE NOK', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'REOPEN', 'REOPEN', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE NOK', 'BILLED', 'BILLED')"
456,varinat_456,1,"('NEW', 'FIN', 'RELEASE', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED')"
457,varinat_457,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK')"
458,varinat_458,1,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'CODE OK')"
459,varinat_459,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED')"
460,varinat_460,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS', 'SET STATUS')"
461,varinat_461,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK')"
462,varinat_462,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
463,varinat_463,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
464,varinat_464,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
465,varinat_465,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
466,varinat_466,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK')"
467,varinat_467,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
468,varinat_468,1,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'FIN', 'RELEASE', 'BILLED')"
469,varinat_469,1,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'SET STATUS')"
470,varinat_470,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
471,varinat_471,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
472,varinat_472,1,"('NEW', 'NEW', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE NOK', 'BILLED', 'BILLED', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT')"
473,varinat_473,1,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
